id,start_date_local,name,type,moving_time,distance,elapsed_time,total_elevation_gain,max_speed,average_speed,has_heartrate,max_heartrate,average_heartrate,average_cadence,calories,device_watts,icu_average_watts,icu_normalized_watts,icu_joules,icu_intensity,icu_training_load,icu_training_load_edited,icu_rpe,pace,icu_fatigue,icu_fitness,icu_eftp,icu_variability,icu_efficiency,trainer,commute,race,sub_type,icu_ftp,icu_w_prime,p_max,threshold_pace,power_load,hr_load,pace_load,icu_resting_hr,lthr,hr_z1,hr_z2,hr_z3,hr_z4,hr_z5,hr_z6,hr_max,hr_z1_secs,hr_z2_secs,hr_z3_secs,hr_z4_secs,hr_z5_secs,hr_z6_secs,hr_z7_secs,z1_secs,z2_secs,z3_secs,z4_secs,z5_secs,z6_secs,z7_secs,sweet_spot_secs,icu_weight,icu_ignore_power,icu_ignore_hr,icu_ignore_time,icu_recording_time,icu_warmup_time,icu_cooldown_time,icu_hrrc,icu_hrrc_start_bpm,icu_power_spike_threshold,icu_pm_ftp,icu_pm_cp,icu_pm_w_prime,icu_pm_p_max,start_date,icu_sync_date,timezone,file_type,external_id,compliance,gear,description
i27945497,2023-11-25T16:59:50,"海淀区 跑步","Run",4522,16150.55,4570,2.0,6.392,3.568,true,181,160,86.90965,898,true,,,,88.63076,99,,,3.5715501,46.26285,27.000206,,,,,false,false,,,,,,,99,,43,172,145,153,162,171,176,181,198,269,1121,902,1854,326,60,0,,,,,,,,,58.0,false,false,false,4537,300,300,,,,,,,,2023-11-25T08:59:50Z,2023-11-25T10:19:16Z,,"fit","12865870816",,"Xtep 160x3.0 Pro",
i27834950,2023-11-23T16:34:45,"海淀区 跑步","Run",1901,6046.09,1934,2.0,3.76,3.127,true,176,159,87.469406,373,true,,,,87.383064,41,,,3.1804786,44.024967,25.874128,,,,,false,false,,,,,,,41,,43,172,145,153,162,171,176,181,198,113,99,1125,423,142,0,0,,,,,,,,,58.0,false,false,false,1933,300,300,13,172,,,,,,2023-11-23T08:34:45Z,2023-11-23T09:44:16Z,,"fit","12841712242",,"Xtep 160x3.0 Pro",
i27834940,2023-11-23T16:19:09,"海淀区 跑步","Run",293,1234.04,295,12.0,4.553,4.17,true,173,157,90.246574,59,true,,,,,6,,,4.211741,44.024967,25.874128,,,,,false,false,,,,,,,6,,43,172,145,153,162,171,176,181,198,59,18,87,107,24,0,0,,,,,,,,,58.0,false,false,false,294,0,0,,,,,,,,2023-11-23T08:19:09Z,2023-11-23T09:43:48Z,,"fit","12841708482",,"Xtep 160x3.0 Pro",
i27834933,2023-11-23T15:48:50,"海淀区 跑步","Run",1284,5237.74,1709,17.0,4.628,4.063,true,190,165,87.52693,267,true,,,,94.57325,32,,,4.079237,44.024967,25.874128,,,,,false,false,,,,,,,32,,43,172,145,153,162,171,176,181,198,92,56,299,490,74,77,198,,,,,,,,,58.0,false,false,false,1288,300,300,13,190,,,,,,2023-11-23T07:48:50Z,2023-11-23T09:43:37Z,,"fit","12841707424",,"Xtep 160x3.0 Pro",
i27834919,2023-11-23T15:31:47,"海淀区 跑步","Run",888,2840.87,890,9.0,6.308,3.191,true,188,148,85.01023,165,true,,,,80.493416,16,,,3.199178,44.024967,25.874128,,,,,false,false,,,,,,,16,,43,172,145,153,162,171,176,181,198,266,488,61,1,1,2,71,,,,,,,,,58.0,false,false,false,889,0,0,,,,,,,,2023-11-23T07:31:47Z,2023-11-23T09:43:13Z,,"fit","12841704587",,"Xtep 160x3.0 Pro",
i27834914,2023-11-23T15:11:57,"海淀区 骑行","Ride",679,2056.87,682,3.0,3.882,3.018,true,152,133,,100,,,,,65.127045,8,,,3.0292637,44.024967,25.874128,,,,,false,false,,150,,,,,8,,43,172,138,153,160,171,176,181,198,486,197,0,0,0,0,0,,,,,,,,,58.0,false,false,false,679,0,0,,,,,,,,2023-11-23T07:11:57Z,2023-11-23T09:42:56Z,,"fit","12841702209",,"bike",
i27760631,2023-11-22T12:18:17,"海淀区 骑行","Ride",2107,10678.85,3141,16.0,7.502,5.008,true,149,121,,234,,,,,57.22076,20,,,5.068272,34.968468,24.015762,,,,,false,false,,150,,,,,20,,43,172,138,153,160,171,176,181,198,1900,240,0,0,0,0,0,,,,,,,,,58.0,false,false,false,2199,0,0,,,,,,,,2023-11-22T04:18:17Z,2023-11-22T05:14:43Z,,"fit","12826729818",,"bike",
i27698020,2023-11-21T11:59:10,"海淀区 跑步","Run",1184,5010.31,1186,0.0,4.712,4.226,true,190,185,86.26672,270,true,,,,114.294754,43,,,4.231681,37.2671,24.112524,,,,,false,false,,,,,,,43,,43,172,145,153,162,171,176,181,198,0,0,16,11,41,40,1077,,,,,,,,,58.0,false,false,false,1185,0,0,,,,,,,,2023-11-21T03:59:10Z,2023-11-21T04:23:48Z,,"fit","12813206215",,"Xtep 160x3.0 Pro",
i27698018,2023-11-21T11:45:10,"海淀区 跑步","Run",797,2079.08,798,1.0,3.07,2.605,true,190,168,79.85357,149,true,,,,97.3939,21,,,2.6086326,37.2671,24.112524,,,,,false,false,,,,,,,21,,43,172,145,153,162,171,176,181,198,14,9,356,132,19,79,190,,,,,,,,,58.0,false,false,false,797,0,0,26,184,,,,,,2023-11-21T03:45:10Z,2023-11-21T04:23:28Z,,"fit","12813204847",,"Xtep 160x3.0 Pro",
i27642840,2023-11-20T11:48:53,"海淀区 跑步","Run",2966,10022.06,2967,3.0,4.88,3.377,true,182,167,83.536415,594,true,,,,96.044495,76,,,3.3789816,33.161865,23.151426,,,,,false,false,,,,,,,76,,43,172,145,153,162,171,176,181,198,57,86,263,1922,525,111,3,,,,,,,,,58.0,false,false,false,2966,300,300,,,,,,,,2023-11-20T03:48:53Z,2023-11-20T04:42:10Z,,"fit","12800616397",,"Xtep 160x3.0 Pro",
i27466497,2023-11-17T11:54:11,"海淀区 跑步","Run",2862,10014.83,2863,15.0,4.525,3.497,true,189,170,82.142456,588,true,,,,99.05211,78,,,3.4992418,35.37489,22.945042,,,,,false,false,,,,,,,78,,43,172,145,153,162,171,176,181,198,53,46,301,1110,832,111,411,,,,,,,,,58.0,false,false,false,2862,300,300,,,,,,,,2023-11-17T03:54:11Z,2023-11-17T04:45:18Z,,"fit","12762241719",,"Xtep 160x3.0 Pro",
i27224162,2023-11-13T19:49:11,"海淀区 跑步","Run",2481,10022.59,2483,0.0,5.244,4.036,true,190,181,84.21492,549,true,,,,109.72091,83,,,4.039738,44.254585,23.219141,,,,,false,false,,,,,,,83,,43,172,145,153,162,171,176,181,198,18,18,60,26,59,555,1746,,,,,,,,,58.0,false,false,false,2482,300,300,,,,,,,,2023-11-13T11:49:11Z,2023-11-13T12:33:42Z,,"fit","12713575889",,"Xtep 160x3.0 Pro",
i27145310,2023-11-12T15:05:26,"海淀区 跑步","Run",3308,11027.19,3310,19.0,3.882,3.332,true,180,169,83.22057,658,true,,,,97.28872,87,,,3.3334916,38.304646,21.778708,,,,,false,false,,,,,,,87,,43,172,145,153,162,171,176,181,198,20,60,512,1238,1229,251,0,,,,,,,,,58.0,false,false,false,3309,300,300,11,180,,,,,,2023-11-12T07:05:26Z,2023-11-12T08:10:53Z,,"fit","12697170244",,"Do-Win 战神2",
i27091302,2023-11-11T15:11:10,"海淀区 跑步","Run",2493,9016.94,2497,0.0,4.05,3.612,true,189,176,84.59606,530,true,,,,104.697365,76,,,3.6169035,30.826742,20.207186,,,,,false,false,,,,,,,76,,43,172,145,153,162,171,176,181,198,40,17,32,713,565,139,978,,,,,,,,,58.0,false,false,false,2496,300,300,,,,,,,,2023-11-11T07:11:10Z,2023-11-11T08:04:21Z,,"fit","12683612645",,"Do-Win 战神2",
i27046920,2023-11-10T17:00:05,"海淀区 跑步","Run",4547,15021.75,4597,0.0,4.143,3.3,true,185,171,84.09417,932,true,,,,98.8984,124,,,3.3036618,23.889711,18.862844,,,,,false,false,,,,,,,124,,43,172,145,153,162,171,176,181,198,66,18,189,2016,1847,391,35,,,,,,,,,58.0,false,false,false,4564,300,300,13,173,,,,,,2023-11-10T09:00:05Z,2023-11-10T10:20:12Z,,"fit","12673134184",,"Do-Win 战神2",
i26846893,2023-11-07T19:11:31,"海淀区 跑步","Run",807,3011.26,915,0.0,4.507,3.689,true,198,167,83.0995,171,true,,,,100.73261,23,,,3.731425,11.332709,17.12595,,,,,false,false,,,,,,,23,,43,172,145,153,162,171,176,181,198,220,24,59,45,12,6,442,,,,,,,,,58.0,false,false,false,816,0,0,,,,,,,,2023-11-07T11:11:31Z,2023-11-07T11:30:48Z,,"fit","12633688889",,"Do-Win 战神2",
i26294325,2023-10-28T17:13:08,"海淀区 跑步","Run",3420,11014.94,3422,0.0,3.583,3.219,true,186,170,84.43204,694,true,,,,98.394005,92,,,3.2207427,34.51227,21.043291,,,,,false,false,,,,,,,92,,43,172,145,153,162,171,176,181,198,43,22,335,1634,1007,103,277,,,,,,,,,58.0,false,false,false,3421,300,300,14,172,,,,,,2023-10-28T09:13:08Z,2023-10-28T10:17:03Z,,"fit","12499278315",,"Do-Win 战神2",
i26245650,2023-10-27T17:31:45,"海淀区 跑步","Run",4765,15407.38,4767,0.0,3.527,3.232,true,190,174,86.464836,986,true,,,,99.85302,132,,,3.233448,25.684168,19.333572,,,,,false,false,,,,,,,132,,43,172,145,153,162,171,176,181,198,45,78,91,1134,1744,1469,205,,,,,,,,,58.0,false,false,false,4766,300,300,32,182,,,,,,2023-10-27T09:31:45Z,2023-10-27T11:09:02Z,,"fit","12487286896",,"Xtep 160x3.0 Pro",
i26060247,2023-10-24T16:52:50,"海淀区 跑步","Run",1818,6135.83,1821,0.0,4.395,3.371,true,188,179,83.783905,388,true,,,,108.0293,59,,,3.375044,12.452508,17.429367,,,,,false,false,,,,,,,59,,43,172,145,153,162,171,176,181,198,48,19,26,124,216,377,1005,,,,,,,,,58.0,false,false,false,1820,300,300,11,186,,,,,,2023-10-24T08:52:50Z,2023-10-24T09:30:39Z,,"fit","12446111273",,"Xtep 160x3.0 Pro",
i25676128,2023-10-17T16:49:59,"海淀区 跑步","Run",947,3047.37,968,0.0,3.826,3.209,true,180,163,83.331215,187,true,,,,92.53413,23,,,3.2179198,12.499486,18.950434,,,,,false,false,,,,,,,23,,43,172,145,153,162,171,176,181,198,72,87,149,542,95,19,0,,,,,,,,,58.0,false,false,false,967,0,0,14,179,,,,,,2023-10-17T08:49:59Z,2023-10-17T09:07:59Z,,"fit","12350837075",,"Xtep 160x3.0 Pro",
i25527829,2023-10-14T19:15:54,"海淀区 跑步","Run",2321,7010.86,2322,0.0,3.938,3.019,true,182,169,84.27328,448,true,,,,97.26993,61,,,3.0206203,14.487429,19.772331,,,,,false,false,,,,,,,61,,43,172,145,153,162,171,176,181,198,43,49,102,1434,422,241,32,,,,,,,,,58.0,false,false,false,2321,300,300,11,176,,,,,,2023-10-14T11:15:54Z,2023-10-14T12:10:24Z,,"fit","12311683159",,"Xtep 160x3.0 Pro",
i25255608,2023-10-09T20:46:22,"海淀区 跑步","Run",1716,6070.7,1717,0.0,4.04,3.535,true,194,179,83.73108,391,true,,,,108.38935,56,,,3.537704,13.006002,20.655344,,,,,false,false,,,,,,,56,,43,172,145,153,162,171,176,181,198,38,16,72,280,37,275,1000,,,,,,,,,58.0,false,false,false,1716,300,300,,,,,,,,2023-10-09T12:46:22Z,2023-10-09T13:20:43Z,,"fit","12241308514",,"Xtep 160x3.0 Pro",
i24547626,2023-09-30T17:46:40,"海淀区 跑步","Run",1537,5019.08,1538,0.0,3.434,3.263,true,175,163,82.873215,323,true,,,,91.82598,36,,,3.2655044,20.079956,23.959032,,,,,false,false,,,,,,,36,,43,172,145,153,162,171,176,181,198,93,114,129,1120,82,0,0,,,,,,,,,58.0,false,false,false,1537,300,300,,,,,,,,2023-09-30T09:46:40Z,2023-09-30T10:13:17Z,,"fit","12138193110",,"Xtep 160x3.0 Pro",
i24494113,2023-09-29T17:38:01,"海淀区 跑步","Run",1577,5105.48,1578,1.0,3.396,3.235,true,177,163,83.44163,323,true,,,,93.13806,38,,,3.2374635,17.635195,23.668901,,,,,false,false,,,,,,,38,,43,172,145,153,162,171,176,181,198,130,157,179,609,487,16,0,,,,,,,,,58.0,false,false,false,1577,300,300,,,,,,,,2023-09-29T09:38:01Z,2023-09-29T10:08:59Z,,"fit","12131226428",,"Xtep 160x3.0 Pro",
i24234266,2023-09-24T09:37:52,"朝阳区 骑行","Ride",1433,5587.37,1583,5.0,5.514,3.869,true,126,106,,125,,,,,46.899815,9,,,3.899072,25.690468,25.654099,,,,,false,false,,150,,,,,9,,43,172,138,153,160,171,176,181,198,1453,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1473,0,0,,,,,,,,2023-09-24T01:37:52Z,2023-09-24T02:04:50Z,,"fit","12091610970",,"bike",
i24233828,2023-09-24T08:10:50,"朝阳区 操场跑步","Run",4067,9990.0,4068,0.0,3.014,2.456,true,177,164,81.91177,745,true,,,,90.24187,92,,,2.456356,25.690468,25.654099,,,,,false,false,,,,,,,92,,43,172,145,153,162,171,176,181,198,33,96,1162,2664,100,14,0,,,,,,,,,58.0,false,false,false,4067,300,300,14,173,,,,,,2023-09-24T00:10:50Z,2023-09-24T01:20:33Z,,"fit","12091487848",,"Xtep 160x3.0 Pro",
i24230927,2023-09-24T07:04:58,"海淀区 骑行","Ride",1138,5694.33,1773,3.0,6.961,3.484,true,129,105,,134,,,,,44.393726,9,,,5.003805,25.690468,25.654099,,,,,false,false,,150,,,,,9,,43,172,138,153,160,171,176,181,198,1635,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1644,0,0,,,,,,,,2023-09-23T23:04:58Z,2023-09-23T23:37:03Z,,"fit","12091157297",,"bike",
i24001764,2023-09-19T18:48:35,"海淀区 骑行","Ride",10042,50100.06,15467,93.0,8.631,4.935,true,165,113,,892,,,,,52.663506,81,,,4.989052,22.566082,25.982069,,,,,false,false,,150,,,,,81,,43,172,138,153,160,171,176,181,198,9602,595,114,25,0,0,0,,,,,,,,,58.0,false,false,false,10514,0,0,,,,,,,,2023-09-19T10:48:35Z,2023-09-19T15:08:51Z,,"fit","12059341603",,"bike",
i23696042,2023-09-13T20:49:42,"Floor Climb","StairStepper",3133,,3967,384.0,,0.0,true,183,160,,604,,,,,91.82598,72,,,,27.766132,27.77355,,,,true,false,false,,,,,,,72,,43,172,145,153,162,171,176,181,190,548,257,407,813,534,467,58,,,,,,,,,58.0,false,false,false,3074,1200,600,34,172,,,,,,2023-09-13T12:49:42Z,2023-09-13T14:01:09Z,,"fit","12014170773",,,
i23584382,2023-09-11T21:04:19,"海淀区 跑步","Run",1811,6008.43,1812,0.0,3.872,3.316,true,186,168,82.80563,392,true,,,,96.6587,47,,,3.3177416,24.194132,27.351437,,,,,false,false,,,,,,,47,,43,172,145,153,162,171,176,181,198,88,77,194,651,419,226,157,,,,,,,,,58.0,false,false,false,1811,300,300,,,,,,,,2023-09-11T13:04:19Z,2023-09-11T13:36:16Z,,"fit","11998452534",,"Xtep 160x3.0 Pro",
i23326387,2023-09-06T18:40:46,"海淀区 骑行","Ride",7772,46122.91,12124,55.0,9.517,5.885,true,176,132,,1106,,,,,70.34744,110,,,5.934497,36.641197,29.563671,,,,,false,false,,150,,,,,110,,43,172,138,153,160,171,176,181,198,4037,1615,843,1147,224,0,0,,,,,,,,,58.0,false,false,false,8002,0,0,38,175,,,,,,2023-09-06T10:40:46Z,2023-09-06T14:21:20Z,,"fit","11960672771",,"bike",
i23166771,2023-09-03T17:35:58,"海淀区 跑步","Run",1312,5011.34,1314,1.0,4.637,3.813,true,192,188,82.30153,318,true,,,,122.80053,55,,,3.8196187,33.76796,28.972866,,,,,false,false,,,,,,,55,,43,172,145,153,162,171,176,181,198,0,0,12,5,4,38,1254,,,,,,,,,58.0,false,false,false,1313,300,300,,,,,,,,2023-09-03T09:35:58Z,2023-09-03T10:04:59Z,,"fit","11935477480",,"Xtep 160x3.0 Pro",
i23087063,2023-09-01T21:06:45,"海淀区 跑步","Run",3332,10015.3,3334,0.0,3.368,3.004,true,174,163,80.84655,670,true,,,,89.40246,74,,,3.0057921,35.192337,29.028732,,,,,false,false,,,,,,,74,,43,172,145,153,162,171,176,181,198,100,56,1269,1843,65,0,0,,,,,,,,,58.0,false,false,false,3333,300,300,,,,,,,,2023-09-01T13:06:45Z,2023-09-01T14:03:48Z,,"fit","11921957730",,"Xtep 160x3.0 Pro",
i23045952,2023-08-31T21:15:49,"海淀区 跑步","Run",2531,9014.08,2532,0.0,4.432,3.561,true,194,172,85.44352,569,true,,,,103.28465,75,,,3.5614698,29.23284,27.945139,,,,,false,false,,,,,,,75,,43,172,145,153,162,171,176,181,198,51,30,574,796,61,78,943,,,,,,,,,58.0,false,false,false,2531,300,300,,,,,,,,2023-08-31T13:15:49Z,2023-08-31T14:01:16Z,,"fit","11914763552",,"Xtep 160x3.0 Pro",
i22982926,2023-08-30T18:45:44,"海淀区 跑步","Run",3194,10012.7,3195,10.0,3.984,3.134,true,184,167,84.668335,658,true,,,,94.9574,80,,,3.1348467,22.204605,26.81134,,,,,false,false,,,,,,,80,,43,172,145,153,162,171,176,181,198,70,57,745,1224,815,261,24,,,,,,,,,58.0,false,false,false,3194,300,300,,,,,,,,2023-08-30T10:45:44Z,2023-08-30T11:44:17Z,,"fit","11906396664",,"Xtep 160x3.0 Pro",
i22815452,2023-08-27T17:44:30,"海淀区 跑步","Run",1548,5023.94,1549,0.0,5.272,3.244,true,191,173,83.05164,327,true,,,,102.29915,45,,,3.2454393,17.737404,26.774858,,,,,false,false,,,,,,,45,,43,172,145,153,162,171,176,181,198,14,4,127,701,179,91,433,,,,,,,,,58.0,false,false,false,1548,300,300,15,187,,,,,,2023-08-27T09:44:30Z,2023-08-27T10:12:47Z,,"fit","11883929032",,"Xtep 160x3.0 Pro",
i22496334,2023-08-21T18:54:02,"海淀区 骑行","Ride",6507,37449.24,7383,56.0,12.139,5.707,true,172,134,,805,,,,,67.72482,88,,,5.7552233,27.680637,29.665174,,,,,false,false,,150,,,,,88,,43,172,138,153,160,171,176,181,198,3766,2277,330,267,15,0,0,,,,,,,,,58.0,false,false,false,6907,0,0,,,,,,,,2023-08-21T10:54:02Z,2023-08-21T12:59:45Z,,"fit","11839956189",,"bike",
i22253567,2023-08-16T21:04:12,"海淀区 跑步","Run",1308,5014.97,1310,1.0,4.927,3.828,true,189,166,86.72553,286,true,,,,93.81157,32,,,3.834075,32.61396,31.083302,,,,,false,false,,,,,,,32,,43,172,145,153,162,171,176,181,198,85,65,256,464,177,153,110,,,,,,,,,58.0,false,false,false,1309,300,300,,,,,,,,2023-08-16T13:04:12Z,2023-08-16T13:27:37Z,,"fit","11802620782",,"Xtep 160x3.0 Pro",
i22157646,2023-08-14T22:02:21,"海淀区 跑步","Run",699,3146.29,700,11.0,5.039,4.489,true,187,174,88.032814,158,true,,,,111.17786,24,,,4.50113,37.731087,31.80964,,,,,false,false,,,,,,,24,,43,172,145,153,162,171,176,181,198,40,1,17,94,119,181,249,,,,,,,,,58.0,false,false,false,699,0,0,,,,,,,,2023-08-14T14:02:21Z,2023-08-14T14:18:58Z,,"fit","11786977833",,"Xtep 160x3.0 Pro",
i22066982,2023-08-12T20:57:26,"海淀区 跑步","Run",2364,9001.13,2366,2.0,4.395,3.804,true,188,174,87.96826,532,true,,,,106.84798,75,,,3.8075845,45.957687,32.76881,,,,,false,false,,,,,,,75,,43,172,145,153,162,171,176,181,198,58,43,145,501,720,345,553,,,,,,,,,58.0,false,false,false,2365,300,300,,,,,,,,2023-08-12T12:57:26Z,2023-08-12T13:51:13Z,,"fit","11771824191",,"Xtep 160x3.0 Pro",
i22014338,2023-08-11T19:31:29,"Floor Climb","StairStepper",3179,,4111,732.0,,0.0,true,180,131,,347,,,,,68.54051,38,,,,41.497803,31.751242,,,,true,false,false,,,,,,,38,,43,172,145,153,162,171,176,181,190,1990,69,263,408,146,56,0,,,,,,,,,58.0,false,false,false,2912,1200,600,,,,,,,,2023-08-11T11:31:29Z,2023-08-11T12:40:29Z,,"fit","11763879104",,,
i21971698,2023-08-10T21:17:54,"海淀区 - 10k慢跑","Run",1413,5018.63,1414,2.0,4.106,3.549,true,186,166,84.29894,304,true,,,,94.430916,35,,5,3.551755,42.034943,31.600676,,,,,false,false,,,,,,,35,,43,172,145,153,162,171,176,181,198,109,120,153,584,75,139,234,,,,,,,,,58.0,false,false,false,1413,300,300,,,,,,,,2023-08-10T13:17:54Z,2023-08-10T13:46:41Z,,"fit","11756667334",,"Xtep 160x3.0 Pro",
i21815526,2023-08-07T21:20:24,"海淀区 - 10k慢跑","Run",2228,8013.49,2231,1.0,4.469,3.592,true,186,162,84.83536,472,true,,,,88.93995,49,,3,3.596719,57.37401,33.055973,,,,,false,false,,,,,,,49,,43,172,145,153,162,171,176,181,198,285,99,330,1245,123,31,117,,,,,,,,,58.0,false,false,false,2230,300,300,11,185,,,,,,2023-08-07T13:20:24Z,2023-08-07T14:13:42Z,,"fit","11733665585",,"Xtep 160x3.0 Pro",
i21763410,2023-08-06T18:25:56,"海淀区 - D2组长距离节奏跑","Run",6206,20011.29,6207,15.0,3.779,3.224,true,179,167,84.67397,1272,true,,,,94.20872,153,,5,3.2245069,58.65996,32.6718,,,,,false,false,,,,,,,153,,43,172,145,153,162,171,176,181,198,50,50,935,3882,1205,85,0,,,,,,,,,58.0,false,false,false,6206,300,300,12,176,,,,,,2023-08-06T10:25:56Z,2023-08-06T12:20:25Z,,"fit","11726198269",,"Xtep 160x3.0 Pro",
i21726285,2023-08-05T21:30:00,"海淀区 跑步","Run",2330,8006.56,2331,2.0,3.788,3.435,true,188,176,88.38379,516,true,,,,106.20249,73,,,3.436292,44.172634,29.77246,,,,,false,false,,,,,,,73,,43,172,145,153,162,171,176,181,198,61,52,98,197,435,667,822,,,,,,,,,58.0,false,false,false,2330,300,300,,,,,,,,2023-08-05T13:30:00Z,2023-08-05T14:10:50Z,,"fit","11719724467",,"Xtep 160x3.0 Pro",
i21687171,2023-08-04T21:07:34,"海淀区 - 10k慢跑","Run",3112,10020.1,3113,4.0,4.656,3.218,true,196,176,87.7659,676,true,,,,105.929596,97,,4,3.2198265,39.74576,28.730883,,,,,false,false,,,,,,,97,,43,172,145,153,162,171,176,181,198,26,19,102,675,833,666,793,,,,,,,,,58.0,false,false,false,3112,300,300,,,,,,,,2023-08-04T13:07:34Z,2023-08-04T14:03:53Z,,"fit","11712522168",,"Xtep 160x3.0 Pro",
i21582522,2023-08-02T21:33:24,"海淀区 跑步","Run",2180,7468.07,2181,12.0,4.301,3.424,true,193,175,86.03987,480,true,,,,105.1866,67,,,3.4257202,35.70689,27.738564,,,,,false,false,,,,,,,67,,43,172,145,153,162,171,176,181,198,109,37,119,253,262,649,753,,,,,,,,,58.0,false,false,false,2180,300,300,13,188,,,,,,2023-08-02T13:33:24Z,2023-08-02T15:15:31Z,,"fit","11697973388",,"Xtep 160x3.0 Pro",
i21520061,2023-08-01T17:22:50,"海淀区 - 10k慢跑","Run",3294,10213.97,3296,1.0,3.826,3.1,true,190,179,82.67305,697,true,,,,108.62641,108,,5,3.10078,30.901365,26.79255,,,,,false,false,,,,,,,108,,43,172,145,153,162,171,176,181,198,42,52,158,359,391,460,1835,,,,,,,,,58.0,false,false,false,3295,300,300,,,,,,,,2023-08-01T09:22:50Z,2023-08-01T10:26:11Z,,"fit","11688728333",,"Xtep 160x3.0 Pro",
i21280825,2023-07-27T21:14:04,"海淀区 - 10k慢跑","Run",3346,10009.56,3348,5.0,3.322,2.99,true,175,164,84.17215,668,true,,,,90.41286,76,,2,2.9915001,33.754387,27.31745,,,,,false,false,,,,,,,76,,43,172,145,153,162,171,176,181,198,61,73,685,2430,98,0,0,,,,,,,,,58.0,false,false,false,3347,300,300,12,175,,,,,,2023-07-27T13:14:04Z,2023-07-27T14:13:15Z,,"fit","11654251277",,"Xtep 160x3.0 Pro",
i21062239,2023-07-24T19:34:24,"泳池游泳","Swim",1802,1000.0,2166,,7.018,0.555,true,132,120,20.688124,253,,,,,51.580112,16,,,0.554939,36.284447,27.419523,,,,true,false,false,,,,,0.8333333,,16,15,43,172,145,153,162,171,176,181,190,1802,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,2165,300,300,,,,,,,,2023-07-24T11:34:24Z,2023-07-24T00:00:00Z,,"fit","11631268095",,,
i21057506,2023-07-24T13:40:12,"东城区 骑行","Ride",1252,4943.65,1347,6.0,6.186,3.907,true,136,109,,119,,,,,46.308235,8,,,3.9486022,36.284447,27.419523,,,,,false,false,,150,,,,,8,,43,172,138,153,160,171,176,181,198,1295,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1343,0,0,,,,,,,,2023-07-24T05:40:12Z,2023-07-24T00:00:00Z,,"fit","11630806640",,"bike",
i21055792,2023-07-24T12:02:03,"朝阳区 騎乘","Ride",567,2925.45,585,5.0,6.438,5.072,true,147,127,,83,,,,,,6,,,5.1595235,36.284447,27.419523,,,,,false,false,,150,,,,,6,,43,172,138,153,160,171,176,181,198,511,66,0,0,0,0,0,,,,,,,,,58.0,false,false,false,582,0,0,,,,,,,,2023-07-24T04:02:03Z,2023-07-24T00:00:00Z,,"fit","11630633406",,"bike",
i21043617,2023-07-24T09:53:56,"海淀区 骑行","Ride",1270,6973.2,1357,3.0,7.325,5.426,true,149,118,,158,,,,,57.186096,12,,,5.490709,36.284447,27.419523,,,,,false,false,,150,,,,,12,,43,172,138,153,160,171,176,181,198,1075,229,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1321,0,0,,,,,,,,2023-07-24T01:53:56Z,2023-07-24T00:00:00Z,,"fit","11629374022",,"bike",
i21020832,2023-07-23T21:32:36,"海淀区 跑步","Run",1992,5007.29,1996,2.0,2.911,2.509,true,154,141,84.71486,325,true,,,,52.0266,15,,,2.5136998,35.40674,27.068203,,,,,false,false,,,,,,,15,,43,172,145,153,162,171,176,181,198,1452,533,8,0,0,0,0,,,,,,,,,58.0,false,false,false,1995,300,300,,,,,,,,2023-07-23T13:32:36Z,2023-07-23T14:09:44Z,,"fit","11625212468",,"Xtep 160x3.0 Pro",
i21004995,2023-07-22T21:12:58,"晚间跑步","Run",1821,5010.19,1822,0.0,3.098,2.75,true,152,136,86.83708,320,true,,,,44.462746,10,,,2.75134,38.540497,27.35899,,,,,false,false,,,,,,,10,,43,172,145,153,162,171,176,181,198,1613,209,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1821,300,300,,,,,,,,2023-07-22T13:12:58Z,2023-07-23T08:06:14Z,,"fit","11622388368",,"Xtep 160x3.0 Pro",
i20835355,2023-07-19T19:58:28,"海淀区 - D2组强度课","Run",6094,17940.08,6368,6.0,5.216,2.817,true,189,160,80.2579,1140,true,,,,88.33308,138,,4,2.9438925,57.11858,29.131985,,,,,false,false,,,,,,,138,,43,172,145,153,162,171,176,181,198,1083,980,446,1143,1237,1064,125,,,,,,,,,58.0,false,false,false,6367,300,300,41,182,,,,,,2023-07-19T11:58:28Z,2023-07-19T13:47:26Z,,"fit","11595694067",,"Xtep 160x3.0 Pro",
i20723543,2023-07-17T20:46:02,"海淀区 - 10k慢跑","Run",3152,10022.7,3153,0.0,4.731,3.18,true,189,163,89.98604,649,true,,,,88.77337,69,,2,3.1797907,51.562077,27.14752,,,,,false,false,,,,,,,69,,43,172,145,153,162,171,176,181,198,80,228,1008,1627,42,58,111,,,,,,,,,58.0,false,false,false,3152,300,300,,,,,,,,2023-07-17T12:46:02Z,2023-07-17T13:43:23Z,,"fit","11580219743",,"Xtep 160x3.0 Pro",
