id,start_date_local,name,type,moving_time,distance,elapsed_time,total_elevation_gain,max_speed,average_speed,has_heartrate,max_heartrate,average_heartrate,average_cadence,calories,device_watts,icu_average_watts,icu_normalized_watts,icu_joules,icu_intensity,icu_training_load,icu_training_load_edited,icu_rpe,pace,icu_fatigue,icu_fitness,icu_eftp,icu_variability,icu_efficiency,trainer,commute,race,sub_type,icu_ftp,icu_w_prime,p_max,threshold_pace,power_load,hr_load,pace_load,icu_resting_hr,lthr,hr_z1,hr_z2,hr_z3,hr_z4,hr_z5,hr_z6,hr_max,hr_z1_secs,hr_z2_secs,hr_z3_secs,hr_z4_secs,hr_z5_secs,hr_z6_secs,hr_z7_secs,z1_secs,z2_secs,z3_secs,z4_secs,z5_secs,z6_secs,z7_secs,sweet_spot_secs,icu_weight,icu_ignore_power,icu_ignore_hr,icu_ignore_time,icu_recording_time,icu_warmup_time,icu_cooldown_time,icu_hrrc,icu_hrrc_start_bpm,icu_power_spike_threshold,icu_pm_ftp,icu_pm_cp,icu_pm_w_prime,icu_pm_p_max,start_date,icu_sync_date,timezone,file_type,external_id,compliance,gear,description
i63145763,2025-01-24T19:02:54,"Melbourne 步行","Walk",1559,2072.26,1940,13.0,2.976,1.068,true,116,102,56.3538,125,,,,,40.91966,9,,,1.3292239,32.35179,16.359947,,,,,false,false,,,,,,,9,,39,172,145,153,162,171,176,181,190,1513,0,0,0,0,0,0,,,,,,,,,60.01,false,false,false,1935,0,0,,,,,,,,2025-01-24T08:02:54Z,2025-01-24T08:53:45Z,,"fit","18086869579",,"Do-Win 战神2",
i63140650,2025-01-24T18:22:34,"Melbourne 跑步","Run",2015,6491.71,2110,146.0,6.42,3.21,true,179,160,83.35189,375,true,,,,75.42472,32,,3,3.2216923,32.35179,16.359947,,,,,false,false,,,,,3.6630037,,32,50,39,193,162,172,181,191,198,203,210,632,1121,267,0,0,0,0,,,,,,,,,60.01,false,false,false,2025,300,300,,,,,,,,2025-01-24T07:22:34Z,2025-01-24T07:58:59Z,,"fit","18086600799",,"Xtep 160x3.0 Pro",
i63125471,2025-01-24T14:27:38,"平静","Workout",663,,663,,,,true,79,63,,,,,,,23.319662,1,,,,32.35179,16.359947,,,,true,false,false,,,,,,,1,,39,172,145,153,162,171,176,181,190,664,0,0,0,0,0,0,,,,,,,,,60.01,false,false,false,662,0,0,,,,,,,,2025-01-24T03:27:38Z,2025-01-24T03:39:45Z,,"fit","18085672272",,,
i63004986,2025-01-23T17:23:35,"平静","Workout",676,,685,,,,true,80,61,,,,,,,0.0,0,,,,30.870165,15.76624,,,,true,false,false,,,,,,,0,,53,172,145,153,162,171,176,181,190,686,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,684,0,0,,,,,,,,2025-01-23T06:23:35Z,2025-01-23T06:35:23Z,,"fit","18077723987",,,
i62782152,2025-01-21T21:21:03,"Cooldown","Workout",536,,536,,,,,,,,18,,,,,,,,,,34.16888,15.4508915,,,,,false,false,,,,,,,,,45,172,145,153,162,171,176,181,190,,,,,,,,,,,,,,,,58.0,false,false,false,0,0,0,,,,,,,,2025-01-21T10:21:03Z,2025-01-21T10:30:25Z,,"fit","2025-01-21-212103-Cooldown-Keep.fit",,,
i62371591,2025-01-18T08:33:44,"Melbourne 步行","Walk",1678,2014.39,2265,15.0,2.734,0.889,true,131,110,55.169098,129,,,,,41.850178,11,,,1.2004708,32.05743,13.904476,,,,,false,false,,,,,,,11,,45,172,145,153,162,171,176,181,190,1628,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,2261,0,0,,,,,,,,2025-01-17T21:33:44Z,2025-01-17T22:13:18Z,,"fit","18030901479",,"Do-Win 战神2",
i62371576,2025-01-18T07:59:59,"Melbourne 跑步","Run",1625,5028.3,1630,2.0,3.872,3.09,true,188,175,81.634445,311,true,,,,85.397995,33,,4,3.0943384,32.05743,13.904476,,,,,false,false,,,,,3.6630037,,33,32,45,193,162,172,181,191,198,203,210,211,167,538,711,0,0,0,,,,,,,,,58.0,false,false,false,1629,300,300,,,,,,,,2025-01-17T20:59:59Z,2025-01-17T22:13:14Z,,"fit","18030901112",,"Xtep 160x3.0 Pro",
i62365603,2025-01-18T07:32:48,"Melbourne 步行","Walk",1266,2094.32,1313,11.0,4.413,1.592,true,129,107,59.666668,110,,,,,46.88788,8,,,1.6542813,32.05743,13.904476,,,,,false,false,,,,,,,8,,45,172,145,153,162,171,176,181,190,1273,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1310,0,0,,,,,,,,2025-01-17T20:32:48Z,2025-01-17T20:55:13Z,,"fit","18030471186",,"Do-Win 战神2",
i62282974,2025-01-17T17:42:34,"Melbourne 步行","Walk",3076,3737.05,3388,19.0,3.452,1.103,true,153,99,54.198162,207,,,,,41.250755,16,,,1.2149057,28.99495,12.986556,,,,,false,false,,,,,,,16,,39,172,145,153,162,171,176,181,190,3087,18,0,0,0,0,0,,,,,,,,,58.0,false,false,false,3385,0,0,,,,,,,,2025-01-17T06:42:34Z,2025-01-17T07:41:03Z,,"fit","18024842579",,"Do-Win 战神2",
i62282959,2025-01-17T17:13:30,"Melbourne 跑步","Run",1669,5007.09,1707,19.0,4.628,2.989,true,180,165,81.51568,306,true,,,,78.22773,29,,4,3.000054,28.99495,12.986556,,,,,false,false,,,,,3.6630037,,29,32,39,193,162,172,181,191,198,203,210,314,376,983,0,0,0,0,,,,,,,,,58.0,false,false,false,1706,300,300,,,,,,,,2025-01-17T06:13:30Z,2025-01-17T07:40:54Z,,"fit","18024841745",,"Xtep 160x3.0 Pro",
i62050593,2025-01-15T17:17:26,"Melbourne 跑步","Run",2809,8603.94,2959,43.0,5.272,3.051,true,175,167,82.961426,516,true,,,,78.714645,49,,3,3.0629904,30.612309,12.509512,,,,,false,false,,,,,3.6630037,,49,55,41,193,162,172,181,191,198,203,210,365,2069,382,0,0,0,0,,,,,,,,,58.0,false,false,false,2847,300,300,,,,,,,,2025-01-15T06:17:26Z,2025-01-15T07:12:37Z,,"fit","18006980587",,"Xtep 160x3.0 Pro",
i61915089,2025-01-14T18:32:33,"傍晚行走","Walk",648,714.88,1185,2.0,2.921,0.603,true,159,119,55.459015,91,,,,,42.835293,5,,,1.1032099,27.788603,11.630265,,,,false,false,false,,,,,,,5,,40,172,145,153,162,171,176,181,190,557,16,8,0,0,0,0,,,,,,,,,58.0,false,false,false,981,0,0,,,,,,,,2025-01-14T07:32:33Z,2025-01-14T07:56:56Z,,"fit","17997848477",,"Do-Win 战神2",
i61909941,2025-01-14T17:46:08,"午后跑步","Run",2701,8021.54,2750,29.0,5.123,2.961,true,180,168,81.189735,494,true,,,,80.10542,49,,,2.9698408,27.788603,11.630265,,,,false,false,false,,,,,3.6630037,,49,50,40,193,162,172,181,191,198,203,210,390,978,1338,0,0,0,0,,,,,,,,,58.0,false,false,false,2749,300,300,,,,,,,,2025-01-14T06:46:08Z,2025-01-14T07:34:13Z,,"fit","17997737669",,"Xtep 160x3.0 Pro",
i61633325,2025-01-12T18:29:33,"Melbourne 步行","Walk",390,541.54,533,0.0,3.2,1.014,true,136,121,56.25352,47,,,,,,3,,,1.388564,27.412682,10.864992,,,,,false,false,,,,,,,3,,43,172,145,153,162,171,176,181,190,360,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,528,0,0,,,,,,,,2025-01-12T07:29:33Z,2025-01-12T07:51:21Z,,"fit","17979192078",,"Do-Win 战神2",
i61633324,2025-01-12T17:37:51,"Melbourne 跑步","Run",2949,8198.79,3009,22.0,4.273,2.774,true,186,166,81.597885,518,true,,,,81.01317,54,,3,2.7801933,27.412682,10.864992,,,,,false,false,,,,,3.690037,,54,47,43,189,159,168,177,187,194,199,210,314,1476,1052,111,0,0,0,,,,,,,,,58.0,false,false,false,2962,300,300,,,,,,,,2025-01-12T06:37:51Z,2025-01-12T07:51:20Z,,"fit","17979191857",,"Xtep 160x3.0 Pro",
i61592389,2025-01-11T00:41:24,"平静","Workout",662,,662,,,,true,82,72,,,,,,,23.337296,1,,,,22.869104,9.753358,,,,true,false,false,,,,,,,1,,43,172,145,153,162,171,176,181,190,663,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,661,0,0,,,,,,,,2025-01-10T13:41:24Z,2025-01-11T17:02:05Z,,"fit","17975501869",,,
i61434838,2025-01-10T18:22:33,"Melbourne 步行","Walk",1408,1701.92,1866,12.0,3.191,0.912,true,164,120,56.059406,136,,,,,50.570515,13,,,1.20875,26.227434,9.988367,,,,,false,false,,,,,,,13,,44,172,145,153,162,171,176,181,190,1275,35,16,5,0,0,0,,,,,,,,,58.0,false,false,false,1830,0,0,,,,,,,,2025-01-10T07:22:33Z,2025-01-10T08:01:55Z,,"fit","17962733182",,"Do-Win 战神2",
i61434832,2025-01-10T17:38:16,"Melbourne 跑步","Run",2480,7008.35,2615,17.0,3.732,2.818,true,186,172,79.51898,451,true,,,,85.83459,51,,3,2.8259475,26.227434,9.988367,,,,,false,false,,,,,3.690037,,51,41,44,189,159,168,177,187,194,199,210,248,396,788,1052,0,0,0,,,,,,,,,58.0,false,false,false,2492,300,300,,,,,,,,2025-01-10T06:38:16Z,2025-01-10T08:01:52Z,,"fit","17962732795",,"Xtep 160x3.0 Pro",
i61318695,2025-01-09T18:38:27,"Melbourne 跑步","Run",1800,5013.76,2036,24.0,4.068,2.764,true,181,169,79.96747,325,true,,,,81.64966,35,,3,2.785422,20.42689,8.686944,,,,,false,false,,,,,3.690037,,35,29,42,189,159,168,177,187,194,199,210,262,288,1024,234,0,0,0,,,,,,,,,58.0,false,false,false,1890,300,300,,,,,,,,2025-01-09T07:38:27Z,2025-01-09T08:13:08Z,,"fit","17954350577",,"Xtep 160x3.0 Pro",
i61293980,2025-01-09T01:27:09,"平静","Workout",662,,662,,,,true,73,65,,,,,,,23.337296,1,,,,20.42689,8.686944,,,,true,false,false,,,,,,,1,,42,172,145,153,162,171,176,181,190,663,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,661,0,0,,,,,,,,2025-01-08T14:27:09Z,2025-01-08T23:35:48Z,,"fit","17952416835",,,
i61040275,2025-01-07T17:50:28,"Melbourne 步行","Walk",2724,3473.06,3074,25.0,3.322,1.13,true,167,115,55.616302,224,,,,,49.53774,20,,,1.2749853,20.805012,8.246963,,,,,false,false,,,,,,,20,,42,172,145,153,162,171,176,181,190,2633,3,21,30,0,0,0,,,,,,,,,58.0,false,false,false,2934,0,0,,,,,,,,2025-01-07T06:50:28Z,2025-01-07T07:42:27Z,,"fit","17936611069",,"Do-Win 战神2",
i61037517,2025-01-07T17:17:25,"Melbourne 跑步","Run",1794,5011.25,1948,26.0,3.144,2.783,true,183,170,79.88777,325,true,,,,84.4317,36,,3,2.793339,20.805012,8.246963,,,,,false,false,,,,,3.690037,,36,29,42,189,159,168,177,187,194,199,210,274,99,580,846,0,0,0,,,,,,,,,58.0,false,false,false,1818,300,300,,,,,,,,2025-01-07T06:17:25Z,2025-01-07T07:01:24Z,,"fit","17936392184",,"Xtep 160x3.0 Pro",
i60889644,2025-01-06T17:21:19,"Melbourne 步行","Walk",2045,2671.85,2098,12.0,3.63,1.274,true,110,94,55.04298,139,,,,,37.068123,8,,,1.3065282,15.400294,7.0963416,,,,,false,false,,,,,,,8,,46,172,145,153,162,171,176,181,190,2049,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,2096,0,0,,,,,,,,2025-01-06T06:21:19Z,2025-01-06T06:56:31Z,,"fit","17927614269",,"Do-Win 战神2",
i60887386,2025-01-06T16:50:26,"Melbourne 跑步","Run",1230,3093.89,1323,13.0,3.742,2.497,true,175,159,79.84421,203,true,,,,74.70874,20,,3,2.5153577,15.400294,7.0963416,,,,,false,false,,,,,3.690037,,20,16,46,189,159,168,177,187,194,199,210,339,661,243,0,0,0,0,,,,,,,,,58.0,false,false,false,1290,300,300,,,,,,,,2025-01-06T05:50:26Z,2025-01-06T06:15:30Z,,"fit","17927464562",,"Xtep 160x3.0 Pro",
i60567867,2025-01-04T00:38:07,"平静","Workout",662,,662,,,,true,93,65,,,,,,,23.337296,1,,,,15.533238,6.751515,,,,true,false,false,,,,,,,1,,40,172,145,153,162,171,176,181,190,663,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,661,0,0,,,,,,,,2025-01-03T13:38:07Z,2025-01-03T13:49:34Z,,"fit","17905084838",,,
i60492027,2025-01-03T03:16:04,"平静","Workout",662,,662,,,,true,64,50,,,,,,,0.0,0,,,,17.765036,6.914194,,,,true,false,false,,,,,,,0,,41,172,145,153,162,171,176,181,190,663,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,661,0,0,,,,,,,,2025-01-02T16:16:04Z,2025-01-02T23:44:48Z,,"fit","17900946453",,,
i60378102,2025-01-02T01:46:16,"平静","Workout",663,,663,,,,true,85,56,,,,,,,0.0,0,,,,20.493124,7.0807934,,,,true,false,false,,,,,,,0,,43,172,145,153,162,171,176,181,190,664,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,662,0,0,,,,,,,,2025-01-01T14:46:16Z,2025-01-02T00:41:41Z,,"fit","17892693310",,,
i60278709,2025-01-01T18:02:41,"Melbourne 跑步","Run",1385,4008.1,1425,20.0,4.684,2.885,true,185,166,79.8974,257,true,,,,92.71195,34,,3,2.8939352,23.64015,7.2514067,,,,,false,false,,,,,3.7735848,,34,23,44,176,148,156,165,174,181,185,201,311,80,52,139,442,364,0,,,,,,,,,58.0,false,false,false,1424,300,300,,,,,,,,2025-01-01T07:02:41Z,2025-01-01T07:27:07Z,,"fit","17886244379",,"Xtep 160x3.0 Pro",
i60275952,2025-01-01T17:28:26,"平静","Workout",663,,663,,,,true,74,62,,,,,,,23.319662,1,,,,23.64015,7.2514067,,,,true,false,false,,,,,,,1,,44,172,145,153,162,171,176,181,190,664,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,662,0,0,,,,,,,,2025-01-01T06:28:26Z,2025-01-01T06:40:53Z,,"fit","17886132513",,,
i60159789,2024-12-31T17:14:37,"Melbourne 跑步","Run",3195,8655.9,3354,38.0,3.555,2.699,true,188,178,79.24084,592,true,,,,102.93102,95,,3,2.709202,21.895676,6.606893,,,,,false,false,,,,,3.7735848,,95,46,41,176,148,156,165,174,181,185,201,144,71,17,61,1175,1575,158,,,,,,,,,55.0,false,false,false,3228,300,300,,,,,,,,2024-12-31T06:14:37Z,2024-12-31T07:12:34Z,,"fit","17878150611",,"Xtep 160x3.0 Pro",
i60151914,2024-12-31T15:00:31,"平静","Workout",663,,663,,,,true,79,66,,,,,,,23.319662,1,,,,21.895676,6.606893,,,,true,false,false,,,,,,,1,,41,172,145,153,162,171,176,181,190,664,0,0,0,0,0,0,,,,,,,,,55.0,false,false,false,662,0,0,,,,,,,,2024-12-31T04:00:31Z,2024-12-31T04:25:44Z,,"fit","17877734555",,,
i59941760,2024-12-29T17:34:50,"Melbourne 跑步","Run",3934,8975.21,4289,32.0,3.966,2.231,true,186,160,73.347725,632,true,,,,85.76578,85,,3,2.2814465,12.1307125,4.5849156,,,,,false,false,,,,,3.7735848,,85,40,41,176,148,156,165,174,181,185,201,1124,531,637,396,709,555,10,,,,,,,,,58.0,false,false,false,4160,300,300,30,185,,,,,,2024-12-29T06:34:50Z,2024-12-29T07:48:26Z,,"fit","17862074887",,"Xtep 160x3.0 Pro",
i58404765,2024-12-14T20:26:28,"跑步机","VirtualRun",1046,3455.83,1049,,3.574,3.295,true,192,180,78.43253,221,true,,,,106.47008,33,,4,3.3038528,6.949705,3.6945982,,,,true,false,false,,,,,3.7735848,,33,22,43,176,148,156,165,174,181,185,201,48,14,38,47,157,254,485,,,,,,,,,58.0,false,false,false,1048,0,0,,,,,,,,2024-12-14T09:26:28Z,2024-12-14T09:44:24Z,,"fit","17756479088",,"Xtep 160x3.0 Pro",
i57867632,2024-12-09T20:19:59,"傍晚跑步","VirtualRun",1002,3000.0,1074,,4.441,2.792,true,201,168,78.16383,209,true,,,,93.3981,26,,4,2.9940119,5.22259,3.2870886,,,,true,false,false,,,,,3.7735848,,26,18,47,176,148,156,165,174,181,185,201,259,5,1,24,296,43,309,,,,,,,,,58.0,false,false,false,1073,0,0,,,,,,,,2024-12-09T09:19:59Z,2024-12-09T09:39:11Z,,"fit","17720564681",,"Xtep 160x3.0 Pro",
i56985295,2024-11-30T18:00:08,"晚间羽毛球","Walk",3567,164.57,3567,,2.687,0.046,true,167,139,55.80357,480,,,,,73.20873,47,,,0.04613681,6.3714814,3.3146992,,,,true,false,false,,,,,,,47,,44,172,145,153,162,171,176,181,190,1818,841,443,67,0,0,0,,,,,,,,,58.0,false,false,false,3157,0,0,,,,,,,,2024-11-30T08:00:08Z,2024-11-30T08:59:55Z,,"fit","17654030147",,,
i53642898,2024-10-29T13:22:06,"午后远足","Hike",12077,14652.68,18032,443.0,3.004,0.813,true,125,86,53.673252,751,,,,,28.959435,42,,,1.2132715,11.093579,4.732175,,,,,false,false,,,,,,,42,,46,172,145,153,162,171,176,181,190,12001,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,18029,1200,600,,,,,,,,2024-10-29T05:22:06Z,2024-10-29T10:23:56Z,,"fit","17405211299",,"Do-Win 战神2",
i52970258,2024-10-22T12:48:27,"电动自行车骑行（中午）","EBikeRide",11556,130924.77,23081,656.0,24.334,11.165,true,147,96,,607,,,,,38.17866,49,,1,11.329593,14.957213,4.4229975,,,,,false,false,,,,,,,49,,44,172,145,153,162,171,176,181,190,11770,6,0,0,0,0,0,,,,,,,,,58.0,false,false,false,12102,1200,600,,,,,,,,2024-10-22T04:48:27Z,2024-10-22T11:17:03Z,,"fit","17347418594",,"bike",
i52662402,2024-10-19T08:57:42,"晨间远足","Hike",1083,806.26,1604,198.0,1.931,0.503,true,172,144,59.460266,253,,,,,75.07041,25,,,0.7444691,12.947076,3.5122335,,,,,false,false,,,,,,,25,,45,172,145,153,162,171,176,181,190,584,351,596,72,2,0,0,,,,,,,,,58.0,false,false,false,1597,0,0,,,,,,,,2024-10-19T00:57:42Z,2024-10-19T01:29:58Z,,"fit","17319644893",,"Do-Win 战神2",
i52592430,2024-10-18T12:30:54,"午间远足","Hike",5636,5021.89,12161,459.0,2.529,0.427,true,163,111,54.45229,806,,,,,49.166447,79,,,0.891038,11.0961685,2.9944808,,,,,false,false,,,,,,,79,,57,172,145,153,162,171,176,181,190,10490,856,417,8,0,0,0,,,,,,,,,58.0,false,false,false,11765,1200,600,,,,,,,,2024-10-18T04:30:54Z,2024-10-18T07:54:23Z,,"fit","17313604114",,"Do-Win 战神2",
i52494226,2024-10-17T10:26:02,"晨间远足","Hike",307,206.29,1362,49.0,1.54,0.619,true,173,145,50.45238,53,,,,,,5,,,0.6719544,0.66851753,1.16311,,,,,false,false,,,,,,,5,,48,172,145,153,162,171,176,181,190,165,42,55,21,40,0,0,,,,,,,,,58.0,false,false,false,361,0,0,,,,,,,,2024-10-17T02:26:02Z,2024-10-17T02:49:18Z,,"fit","17304506360",,"Do-Win 战神2",
i47760892,2024-08-24T13:30:59,"昌平区 电动自行车骑行","EBikeRide",2081,22568.12,3050,41.0,20.136,10.626,true,143,116,,181,,,,,33.49619,7,,1,10.844844,6.5121474,3.781721,,,,,false,false,,,,,,,7,,47,172,145,153,162,171,176,181,190,2125,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,2246,0,0,,,,,,,,2024-08-24T05:30:59Z,2024-08-24T06:56:00Z,,"fit","16845266588",,"bike",
i47717044,2024-08-23T20:37:46,"昌平区 电动自行车骑行","EBikeRide",5477,57158.78,7119,123.0,18.484,10.319,true,111,76,,168,,,,,26.43916,11,,1,10.436148,6.4372306,3.704176,,,,,false,false,,,,,,,11,,47,172,145,153,162,171,176,181,190,5539,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,5665,1200,600,,,,,,,,2024-08-23T12:37:46Z,2024-08-23T14:41:09Z,,"fit","16840503663",,"bike",
i47628691,2024-08-22T22:01:21,"昌平区 电动自行车骑行","EBikeRide",1197,12517.91,1458,29.0,18.521,10.359,true,124,99,,78,,,,,37.766487,5,,1,10.457736,5.736549,3.5283813,,,,,false,false,,,,,,,5,,43,172,145,153,162,171,176,181,190,1210,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1262,0,0,,,,,,,,2024-08-22T14:01:21Z,2024-08-22T14:56:04Z,,"fit","16832027262",,"bike",
i47622954,2024-08-22T20:15:27,"电动自行车骑行","EBikeRide",1295,12082.0,2018,36.0,16.861,9.148,true,126,93,,72,,,,,35.716816,5,,1,9.32973,5.736549,3.5283813,,,,,false,false,,,,,,,5,,43,172,145,153,162,171,176,181,190,1343,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,1411,0,0,,,,,,,,2024-08-22T12:15:27Z,2024-08-22T13:26:18Z,,"fit","16831329586",,"bike",
i47535843,2024-08-21T20:27:15,"昌平区 摩托骑行","EBikeRide",4217,42269.95,6747,83.0,23.392,9.698,true,159,93,,233,,,,,37.068123,17,,1,10.023702,5.081832,3.3724463,,,,,false,false,,,,,,,17,,46,172,145,153,162,171,176,181,190,4312,13,35,0,0,0,0,,,,,,,,,58.0,false,false,false,4454,1200,600,,,,,,,,2024-08-21T12:27:15Z,2024-08-21T14:46:38Z,,"fit","16822998071",,"bike",
i47441884,2024-08-20T20:18:57,"昌平区 电动自行车骑行","EBikeRide",3986,38517.08,6333,63.0,21.507,9.506,true,121,90,,185,,,,,34.83229,14,,1,9.663091,3.2516184,3.0440872,,,,,false,false,,,,,,,14,,42,172,145,153,162,171,176,181,190,4058,0,0,0,0,0,0,,,,,,,,,58.0,false,false,false,4154,1200,600,,,,,,,,2024-08-20T12:18:57Z,2024-08-20T14:10:49Z,,"fit","16813435591",,"bike",
i46729899,2024-08-12T20:47:39,"昌平区 跑步","Run",1019,3007.53,1020,0.0,3.695,2.946,true,191,172,78.950836,196,true,,,,99.45879,28,,5,2.9514525,4.352087,3.2843027,,,,,false,false,,,,,3.7735848,,28,17,45,176,148,156,165,174,181,185,201,221,18,2,1,407,142,230,,,,,,,,,58.0,false,false,false,1019,0,0,,,,,,,,2024-08-12T12:47:39Z,2024-08-12T13:05:16Z,,"fit","16742490648",,"Xtep 160x3.0 Pro",
i46244066,2024-08-06T20:10:59,"傍晚跑步","Run",503,1462.56,512,0.0,3.527,2.855,true,181,160,78.89452,94,true,,,,,11,,5,2.907674,1.4719791,3.0286963,,,,,false,false,,,,,3.7735848,,11,8,42,176,148,156,165,174,181,185,201,99,23,146,104,132,0,0,,,,,,,,,58.0,false,false,false,511,0,0,,,,,,,,2024-08-06T12:10:59Z,2024-08-06T12:23:46Z,,"fit","16689436820",,"Xtep 160x3.0 Pro",
i45482580,2024-06-18T18:02:59,"傍晚跑步","Run",988,3008.29,990,11.0,3.182,3.036,true,181,169,82.527916,197,true,,,,93.467094,24,,3,3.044828,8.373937,8.894851,,,,,false,false,,,,,3.7735848,,24,17,41,176,148,156,165,174,181,185,201,77,25,136,436,315,0,0,,,,,,,,,58.0,false,false,false,989,0,0,,,,,,,,2024-06-18T10:02:59Z,2024-07-27T16:18:21Z,,"fit","16605236788",,"Xtep 160x3.0 Pro",
i42003619,2024-06-12T20:24:48,"海淀区 跑步","Run",107,409.49,110,0.0,3.9,3.722,true,182,172,86.84112,23,true,,,,,3,,1,3.8270092,12.203906,9.609395,,,,,false,false,,,,,3.7735848,,3,3,40,176,148,156,165,174,181,185,201,4,7,7,19,64,7,0,,,,,,,,,58.0,false,false,false,109,0,0,,,,,,,,2024-06-12T12:24:48Z,2024-06-12T13:02:08Z,,"fit","15873435563",,"Xtep 160x3.0 Pro",
i42003614,2024-06-12T20:16:36,"海淀区 跑步","Run",268,1034.24,403,0.0,4.189,3.829,true,194,180,86.1579,59,true,,,,,8,,1,3.8591044,12.203906,9.609395,,,,,false,false,,,,,3.7735848,,8,7,40,176,148,156,165,174,181,185,201,13,5,8,32,52,32,128,,,,,,,,,58.0,false,false,false,269,0,0,,,,,,,,2024-06-12T12:16:36Z,2024-06-12T13:02:02Z,,"fit","15873434813",,"Xtep 160x3.0 Pro",
i42003603,2024-06-12T20:07:45,"海淀区 跑步","Run",109,417.66,111,0.0,4.087,3.736,true,184,171,84.93396,23,true,,,,,3,,1,3.8317432,12.203906,9.609395,,,,,false,false,,,,,3.7735848,,3,3,40,176,148,156,165,174,181,185,201,4,13,13,26,25,29,0,,,,,,,,,58.0,false,false,false,110,0,0,,,,,,,,2024-06-12T12:07:45Z,2024-06-12T13:01:56Z,,"fit","15873433760",,"Xtep 160x3.0 Pro",
i42003601,2024-06-12T19:58:24,"海淀区 跑步","Run",285,1038.98,374,0.0,3.779,3.608,true,193,184,81.905266,64,true,,,,,9,,1,3.6455438,12.203906,9.609395,,,,,false,false,,,,,3.7735848,,9,7,40,176,148,156,165,174,181,185,201,0,0,21,19,33,45,171,,,,,,,,,58.0,false,false,false,289,0,0,,,,,,,,2024-06-12T11:58:24Z,2024-06-12T13:01:52Z,,"fit","15873433022",,"Xtep 160x3.0 Pro",
i42003597,2024-06-12T19:50:05,"海淀区 跑步","Run",258,1034.06,275,0.0,4.348,3.928,true,195,186,82.52529,60,true,,,,,9,,1,4.0079846,12.203906,9.609395,,,,,false,false,,,,,3.7735848,,9,8,40,176,148,156,165,174,181,185,201,0,6,5,7,34,32,175,,,,,,,,,58.0,false,false,false,274,0,0,,,,,,,,2024-06-12T11:50:05Z,2024-06-12T13:01:49Z,,"fit","15873432117",,"Xtep 160x3.0 Pro",
i42003591,2024-06-12T19:42:45,"海淀区 跑步","Run",269,1032.55,274,0.0,4.068,3.765,true,189,180,82.47212,60,true,,,,,8,,3,3.838476,12.203906,9.609395,,,,,false,false,,,,,3.7735848,,8,7,40,176,148,156,165,174,181,185,201,5,3,4,6,77,132,43,,,,,,,,,58.0,false,false,false,273,0,0,,,,,,,,2024-06-12T11:42:45Z,2024-06-12T13:01:43Z,,"fit","15873431097",,"Xtep 160x3.0 Pro",
i42003589,2024-06-12T19:31:03,"海淀区 跑步","Run",287,792.05,288,0.0,3.004,2.744,true,174,159,79.10104,51,true,,,,,6,,2,2.759756,12.203906,9.609395,,,,,false,false,,,,,3.7735848,,6,4,40,176,148,156,165,174,181,185,201,54,51,57,127,0,0,0,,,,,,,,,58.0,false,false,false,287,0,0,,,,,,,,2024-06-12T11:31:03Z,2024-06-12T13:01:41Z,,"fit","15873429963",,"Xtep 160x3.0 Pro",
i42003582,2024-06-12T19:07:09,"海淀区 跑步","Run",386,1144.15,389,0.0,3.76,2.945,true,171,156,79.5651,71,true,,,,,8,,3,2.9641192,12.203906,9.609395,,,,,false,false,,,,,3.7735848,,8,6,40,176,148,156,165,174,181,185,201,79,64,117,127,0,0,0,,,,,,,,,58.0,false,false,false,388,0,0,,,,,,,,2024-06-12T11:07:09Z,2024-06-12T13:01:36Z,,"fit","15873428924",,"Xtep 160x3.0 Pro",
i41739789,2024-06-09T09:20:28,"海淀区 跑步","Run",769,2989.49,795,0.0,4.768,3.874,true,197,191,81.82231,180,true,,,,112.67304,28,,5,3.8875031,7.6988215,8.956288,,,,,false,false,,,,,3.7735848,,28,22,38,176,148,156,165,174,181,185,201,0,0,13,8,34,84,632,,,,,,,,,58.0,false,false,false,794,0,0,,,,,,,,2024-06-09T01:20:28Z,2024-06-09T01:57:59Z,,"fit","15815607700",,"Xtep 160x3.0 Pro",
